,Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
171,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Levulinic acid,,0.25,0.75,,343.15,1.06468,10.1016/j.molliq.2016.07.039
172,2,Ⅲ,0,0,1,0,0,Acetylcholine chloride,Levulinic acid,,0.25,0.75,,303.15,1.1369,10.1016/j.jct.2016.08.015
173,2,Ⅲ,0,0,1,0,0,Acetylcholine chloride,Levulinic acid,,0.25,0.75,,313.15,1.1144,10.1016/j.jct.2016.08.015
174,2,Ⅲ,0,0,1,0,0,Acetylcholine chloride,Levulinic acid,,0.25,0.75,,333.15,1.1294,10.1016/j.jct.2016.08.015
175,2,Ⅲ,0,0,1,0,0,Ethylammonium chloride,Trifluoroacetamide,,0.4,0.6,,313.15,1.273,10.1002/cphc.200500489
176,2,Ⅲ,0,0,1,0,0,Ethylammonium chloride,Acetamide,,0.4,0.6,,313.15,1.041,10.1002/cphc.200500489
177,2,Ⅲ,0,0,1,0,0,Ethylammonium chloride,Urea,,0.4,0.6,,313.15,1.14,10.1002/cphc.200500489
178,2,Ⅲ,0,0,1,0,0,Choline chloride,Trifluoroacetamide,,0.3333,0.6667,,313.15,1.342,10.1002/cphc.200500489
179,2,Ⅲ,0,0,1,0,0,Acetylcholine chloride,Urea,,0.3333,0.6667,,313.15,1.206,10.1002/cphc.200500489
180,2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.3333,0.6667,,313.15,1.24,10.1002/cphc.200500489
181,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,293.15,1.2011,10.1016/j.jct.2017.05.020
182,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,298.15,1.1975,10.1016/j.jct.2017.05.020
183,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,303.15,1.1938,10.1016/j.jct.2017.05.020
184,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,308.15,1.1901,10.1016/j.jct.2017.05.020
185,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,313.15,1.1864,10.1016/j.jct.2017.05.020
186,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,318.15,1.1827,10.1016/j.jct.2017.05.020
187,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,323.15,1.179,10.1016/j.jct.2017.05.020
188,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,328.15,1.1754,10.1016/j.jct.2017.05.020
189,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,333.15,1.1717,10.1016/j.jct.2017.05.020
190,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,338.15,1.1679,10.1016/j.jct.2017.05.020
191,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,343.15,1.1679,10.1016/j.jct.2017.05.020
192,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,293.15,1.1599,10.1016/j.jct.2017.05.020
193,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,298.15,1.1599,10.1016/j.jct.2017.05.020
194,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,303.15,1.1563,10.1016/j.jct.2017.05.020
195,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,308.15,1.149,10.1016/j.jct.2017.05.020
196,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,313.15,1.1453,10.1016/j.jct.2017.05.020
197,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,318.15,1.1417,10.1016/j.jct.2017.05.020
198,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,323.15,1.138,10.1016/j.jct.2017.05.020
199,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,328.15,1.1344,10.1016/j.jct.2017.05.020
200,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,333.15,1.1307,10.1016/j.jct.2017.05.020
201,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,338.15,1.127,10.1016/j.jct.2017.05.020
202,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,343.15,1.1233,10.1016/j.jct.2017.05.020
203,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,293.15,1.1463,10.1016/j.jct.2017.05.020
204,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,298.15,1.1427,10.1016/j.jct.2017.05.020
205,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,303.15,1.1391,10.1016/j.jct.2017.05.020
206,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,308.15,1.1355,10.1016/j.jct.2017.05.020
207,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,313.15,1.1319,10.1016/j.jct.2017.05.020
208,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,318.15,1.1282,10.1016/j.jct.2017.05.020
209,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,323.15,1.1246,10.1016/j.jct.2017.05.020
210,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,328.15,1.121,10.1016/j.jct.2017.05.020
211,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,333.15,1.1173,10.1016/j.jct.2017.05.020
212,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,338.15,1.1136,10.1016/j.jct.2017.05.020
213,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,343.15,1.1099,10.1016/j.jct.2017.05.020
214,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,293.15,1.1908,10.1016/j.jct.2017.05.020
215,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,298.15,1.1871,10.1016/j.jct.2017.05.020
216,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,303.15,1.1834,10.1016/j.jct.2017.05.020
217,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,308.15,1.1797,10.1016/j.jct.2017.05.020
218,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,313.15,1.1761,10.1016/j.jct.2017.05.020
219,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,318.15,1.1724,10.1016/j.jct.2017.05.020
220,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,323.15,1.1687,10.1016/j.jct.2017.05.020
221,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,328.15,1.165,10.1016/j.jct.2017.05.020
222,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,333.15,1.1613,10.1016/j.jct.2017.05.020
223,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,338.15,1.1576,10.1016/j.jct.2017.05.020
224,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,343.15,1.1576,10.1016/j.jct.2017.05.020
225,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,293.15,1.1592,10.1016/j.jct.2017.05.020
226,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,298.15,1.1555,10.1016/j.jct.2017.05.020
227,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,303.15,1.1517,10.1016/j.jct.2017.05.020
228,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,308.15,1.148,10.1016/j.jct.2017.05.020
229,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,313.15,1.1442,10.1016/j.jct.2017.05.020
230,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,318.15,1.1405,10.1016/j.jct.2017.05.020
231,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,323.15,1.1367,10.1016/j.jct.2017.05.020
232,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,328.15,1.133,10.1016/j.jct.2017.05.020
233,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,333.15,1.1292,10.1016/j.jct.2017.05.020
234,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,338.15,1.1255,10.1016/j.jct.2017.05.020
235,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,343.15,1.1217,10.1016/j.jct.2017.05.020
236,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,293.15,1.1462,10.1016/j.jct.2017.05.020
237,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,298.15,1.1425,10.1016/j.jct.2017.05.020
238,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,303.15,1.1388,10.1016/j.jct.2017.05.020
239,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,308.15,1.135,10.1016/j.jct.2017.05.020
240,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,313.15,1.1313,10.1016/j.jct.2017.05.020
241,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,318.15,1.1275,10.1016/j.jct.2017.05.020
242,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,323.15,1.1237,10.1016/j.jct.2017.05.020
243,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,328.15,1.1199,10.1016/j.jct.2017.05.020
244,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,333.15,1.1161,10.1016/j.jct.2017.05.020
245,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,338.15,1.1122,10.1016/j.jct.2017.05.020
246,2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,343.15,1.1084,10.1016/j.jct.2017.05.020
247,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Acetamide,,0.25,0.75,,298.15,1.09,10.1039/C2RA22990K
248,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Caprolactam,,0.25,0.75,,298.15,1.084,10.1039/C2RA22990K
249,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Urea,,0.4,0.6,,298.15,1.259,10.1039/C2RA22990K
250,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Glycerol,,0.4,0.6,,313.15,1.2391,10.1016/j.cej.2018.10.077
251,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Glycerol,,0.3333,0.6667,,313.15,1.2398,10.1016/j.cej.2018.10.077
252,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Glycerol,,0.25,0.75,,313.15,1.2422,10.1016/j.cej.2018.10.077
253,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Glycerol,,0.2,0.8,,313.15,1.2433,10.1016/j.cej.2018.10.077
254,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Ethylene glycol,,0.25,0.75,,313.15,1.138,10.1016/j.cej.2018.10.077
255,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Urea,,0.4,0.6,,313.15,1.2556,10.1016/j.cej.2018.10.077
256,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Acetamide,,0.4,0.6,,313.15,1.1156,10.1016/j.cej.2018.10.077
257,2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Caprolactam,,0.25,0.75,,313.15,1.0802,10.1016/j.cej.2018.10.077
258,2,Ⅲ,0,0,1,0,0,Benzyltriphenylphosphonium chloride,Glycerol,,0.077,0.923,,303.15,1.2324,10.1016/j.ijggc.2016.02.006
259,2,Ⅲ,0,0,1,0,0,Butyltriphenylphosphonium bromide,Ethylene glycol,,0.077,0.923,,303.15,1.1328,10.1016/j.ijggc.2016.02.006
260,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,303.15,1.0995,10.1016/j.ijggc.2016.02.006
261,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,303.15,1.1092,10.1016/j.ijggc.2016.02.006
262,2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,303.15,1.1204,10.1016/j.ijggc.2016.02.006
263,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Diethanolamine,,0.143,0.857,,303.15,1.0777,10.1016/j.ijggc.2016.02.006
264,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,303.15,1.0322,10.1016/j.ijggc.2016.02.006
265,2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Triethanolamine,,0.25,0.75,,303.15,1.0912,10.1016/j.ijggc.2016.02.006
266,2,Ⅲ,0,0,1,0,0,Butyl Ammonium Bromide,Glycerol,,0.333,0.667,,295.15,1.293,10.1016/j.jcis.2017.01.109
267,2,Ⅲ,0,0,1,0,0,Ethylammonium bromide,Glycerol,,0.333,0.667,,295.15,1.358,10.1016/j.jcis.2017.01.109
268,2,Ⅲ,0,0,1,0,0,Propylammonium bromide,Glycerol,,0.333,0.667,,295.15,1.328,10.1016/j.jcis.2017.01.109
269,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.05,0.95,,293.0,1.009,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
270,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.1,0.9,,293.0,1.013,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
271,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.15,0.85,,293.0,1.022,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
272,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.2,0.8,,293.0,1.03,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
273,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.05,0.95,,293.0,1.114,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
274,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.1,0.9,,293.0,1.115,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
275,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.15,0.85,,293.0,1.115,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
276,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.2,0.8,,293.0,1.117,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
277,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.25,0.75,,293.0,1.118,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
278,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.3,0.7,,293.0,1.118,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
279,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.33,0.67,,293.0,1.12,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
280,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.05,0.95,,293.0,1.008,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
281,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.1,0.9,,293.0,1.015,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
282,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.15,0.85,,293.0,1.026,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
283,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.2,0.8,,293.0,1.034,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
284,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.05,0.95,,293.0,1.021,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
285,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.1,0.9,,293.0,1.026,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
286,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.15,0.85,,293.0,1.036,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
287,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.2,0.8,,293.0,1.046,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
288,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.25,0.75,,293.0,1.052,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
289,2,Ⅲ,0,0,1,0,0,Choline chloride,"2,3-Butanediol",,0.05,0.95,,293.0,1.001,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
290,2,Ⅲ,0,0,1,0,0,Choline chloride,"2,3-Butanediol",,0.1,0.9,,293.0,1.015,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
291,2,Ⅲ,0,0,1,0,0,Choline chloride,"2,3-Butanediol",,0.15,0.85,,293.0,1.024,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
292,2,Ⅲ,0,0,1,0,0,Choline chloride,"2,3-Butanediol",,0.2,0.8,,293.0,1.032,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
293,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.05,0.95,,293.0,1.242,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
294,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.1,0.9,,293.0,1.234,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
295,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.15,0.85,,293.0,1.219,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
296,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.2,0.8,,293.0,1.21,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
297,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,293.0,1.203,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
298,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.3,0.7,,293.0,1.192,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
299,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,293.0,1.181,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
300,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.25,0.75,,298.15,1.06,10.3390/molecules24030636
301,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.333,0.667,,298.15,1.06,10.3390/molecules24030636
302,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.25,0.75,,298.15,1.03,10.3390/molecules24030636
303,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.333,0.667,,298.15,1.01,10.3390/molecules24030636
304,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.5,0.5,,298.15,1.04,10.3390/molecules24030636
305,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.25,0.75,,298.15,1.05,10.3390/molecules24030636
306,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.333,0.667,,298.15,1.05,10.3390/molecules24030636
307,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Propanediol",,0.25,0.75,,298.15,1.03,10.3390/molecules24030636
308,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Propanediol",,0.333,0.667,,298.15,1.1,10.3390/molecules24030636
309,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Propanediol",,0.5,0.5,,298.15,1.06,10.3390/molecules24030636
310,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.25,0.75,,298.15,1.1,10.3390/molecules24030636
311,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.333,0.667,,298.15,1.05,10.3390/molecules24030636
312,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.5,0.5,,298.15,1.05,10.3390/molecules24030636
313,2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene Glycol,,0.25,0.75,,298.15,1.08,10.3390/molecules24030636
314,2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene Glycol,,0.333,0.667,,298.15,1.05,10.3390/molecules24030636
315,2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene Glycol,,0.5,0.5,,298.15,1.04,10.3390/molecules24030636
316,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,298.15,1.14,10.3390/molecules24030636
317,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,293.15,1.05844,10.1021/acs.jced.0c00715
318,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,298.15,1.05519,10.1021/acs.jced.0c00715
319,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,303.15,1.05192,10.1021/acs.jced.0c00715
320,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,308.15,1.04855,10.1021/acs.jced.0c00715
321,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,313.15,1.04532,10.1021/acs.jced.0c00715
322,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,318.15,1.04201,10.1021/acs.jced.0c00715
323,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,323.15,1.03868,10.1021/acs.jced.0c00715
324,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,328.15,1.03533,10.1021/acs.jced.0c00715
325,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,333.15,1.03197,10.1021/acs.jced.0c00715
326,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,293.15,1.06152,10.1021/acs.jced.0c00715
327,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,298.15,1.05832,10.1021/acs.jced.0c00715
328,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,303.15,1.05511,10.1021/acs.jced.0c00715
329,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,308.15,1.05186,10.1021/acs.jced.0c00715
330,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,313.15,1.04863,10.1021/acs.jced.0c00715
331,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,318.15,1.04539,10.1021/acs.jced.0c00715
332,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,323.15,1.04211,10.1021/acs.jced.0c00715
333,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,328.15,1.03879,10.1021/acs.jced.0c00715
334,2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,333.15,1.03553,10.1021/acs.jced.0c00715
